id,origem,destino,valor,timestamp
ID00084;ORIG018;DEST261;898,32;2024-02-06
ID00085;ORIG015;DEST555;920,45;2022-11-24
ID00086;ORIG036;DEST436;655,62;2021-03-07
ID00087;ORIG035;DEST622;173,74;2024-11-15
ID00015;ORIG004;DEST593;524,22;2020-12-22
ID00089;ORIG011;DEST955;587,15;2021-05-11
ID00090;ORIG003;DEST749;799,35;2020-07-14
ID00091;ORIG004;DEST735;979,60;2022-02-04
ID00092;ORIG018;DEST878;22,78;2020-06-17
ID00093;ORIG019;DEST051;582,93;2022-04-04
ID00012;ORIG092;DEST415;425,23;2022-03-03
ID00095;ORIG003;DEST201;567,83;2023-09-24
ID00096;ORIG058;DEST935;857,31;2024-03-21
ID00097;ORIG053;DEST379;308,99;2024-09-05
ID00098;ORIG000;DEST446;399,70;2023-06-17
ID00099;ORIG004;DEST822;804,16;2024-03-23
ID00100;ORIG016;DEST388;193,26;2023-11-27
ID00101;ORIG006;DEST638;110,69;2021-09-19
ID00102;ORIG002;DEST916;831,86;2020-01-03
ID00103;ORIG013;DEST610;677,34;2021-05-05
ID00104;ORIG003;DEST695;70,82;2024-09-17
ID00105;ORIG043;DEST978;329,47;2021-12-26
ID00106;ORIG011;DEST045;108,80;2020-02-20
ID00107;ORIG004;DEST679;629,51;2020-04-11
ID00108;ORIG017;DEST168;464,74;2022-12-12
ID00109;ORIG018;DEST301;182,12;2023-03-27
ID00110;ORIG000;DEST877;251,95;2021-11-15
ID00111;ORIG008;DEST876;395,40;2021-06-12
ID00112;ORIG008;DEST232;410,90;2020-10-19
ID00000;ORIG008;DEST119;129,42;2021-08-18
ID00114;ORIG081;DEST757;184,70;2023-01-16
ID00115;ORIG024;DEST247;918,87;2024-10-12
ID00116;ORIG000;DEST819;694,70;2021-03-21
ID00117;ORIG010;DEST072;526,89;2021-05-06
ID00118;ORIG005;DEST694;384,12;2024-04-02
ID00119;ORIG044;DEST880;906,21;2020-03-17
ID00120;ORIG006;DEST542;618,33;2021-08-07
ID00121;ORIG017;DEST009;167,89;2024-02-22
ID00122;ORIG004;DEST889;917,05;2021-01-27
ID00123;ORIG000;DEST467;242,25;2024-06-13
ID00014;ORIG009;DEST099;885,65;2023-07-20
ID00125;ORIG057;DEST638;156,06;2022-02-10
ID00126;ORIG099;DEST264;423,23;2024-03-09
ID00127;ORIG015;DEST389;108,94;2020-01-19
ID00128;ORIG015;DEST101;498,18;2020-06-22
ID00129;ORIG068;DEST797;281,25;2024-02-02
ID00130;ORIG017;DEST432;234,79;2023-11-05
ID00131;ORIG049;DEST170;547,25;2022-10-06
ID00132;ORIG013;DEST889;141,94;2023-01-15
ID00133;ORIG007;DEST176;922,26;2023-01-04
ID00134;ORIG018;DEST746;257,75;2024-06-25
ID00135;ORIG014;DEST667;22,14;2024-11-01
ID00136;ORIG009;DEST066;131,49;2023-10-06
ID00137;ORIG052;DEST145;573,14;2024-06-11
ID00138;ORIG010;DEST142;123,25;2024-10-08
ID00139;ORIG009;DEST915;10,97;2020-03-10
ID00067;ORIG015;DEST697;840,23;2024-05-18
ID00141;ORIG014;DEST394;900,05;2024-12-14
ID00142;ORIG011;DEST140;36,40;2023-03-06
ID00143;ORIG013;DEST581;710,25;2023-08-21
ID00144;ORIG006;DEST541;536,04;2024-07-21
ID00145;ORIG013;DEST304;964,01;2022-11-04
ID00021;ORIG092;DEST682;382,82;2023-12-10
ID00147;ORIG002;DEST989;228,83;2022-06-28
ID00148;ORIG000;DEST703;977,61;2020-03-10
ID00149;ORIG017;DEST989;289,43;2022-04-03
ID00150;ORIG014;DEST374;402,65;2021-07-05
ID00151;ORIG018;DEST041;706,88;2024-12-12
ID00152;ORIG017;DEST779;547,86;2021-01-20
ID00153;ORIG055;DEST280;868,96;2024-03-25
ID00154;ORIG011;DEST376;899,71;2022-10-04
ID00155;ORIG004;DEST397;528,32;2024-01-19
ID00076;ORIG003;DEST892;919,44;2021-08-08
ID00157;ORIG010;DEST383;512,96;2022-11-15
ID00158;ORIG016;DEST391;985,07;2020-08-03
ID00159;ORIG001;DEST482;696,31;2022-08-12
ID00160;ORIG003;DEST373;357,06;2021-03-15
ID00161;ORIG018;DEST189;204,54;2020-04-24
ID00162;ORIG016;DEST814;872,56;2024-07-24
ID00163;ORIG012;DEST541;718,59;2022-11-03
ID00164;ORIG029;DEST437;372,49;2020-12-22
ID00165;ORIG014;DEST897;279,55;2023-01-26
ID00166;ORIG002;DEST586;636,22;2022-06-25
ID00085;ORIG011;DEST280;952,83;2023-10-02
ID00168;ORIG017;DEST652;989,01;2023-11-05
ID00169;ORIG009;DEST497;310,08;2021-05-24
ID00170;ORIG004;DEST206;830,03;2024-01-28
ID00171;ORIG006;DEST692;495,83;2020-10-04
ID00172;ORIG016;DEST708;726,27;2021-05-02
ID00173;ORIG000;DEST281;565,31;2021-11-18
ID00174;ORIG013;DEST519;305,83;2022-02-07
ID00175;ORIG007;DEST479;598,88;2022-04-24
ID00176;ORIG046;DEST371;595,88;2020-08-03
ID00177;ORIG001;DEST019;676,54;2023-10-25
ID00178;ORIG009;DEST041;373,87;2023-05-17
ID00179;ORIG097;DEST617;690,72;2020-11-21
ID00180;ORIG010;DEST304;483,18;2023-02-18
ID00181;ORIG016;DEST830;945,78;2022-09-22
ID00182;ORIG001;DEST168;557,94;2024-07-10
ID00183;ORIG004;DEST814;775,04;2021-08-05
ID00157;ORIG004;DEST577;727,35;2020-01-13
ID00185;ORIG010;DEST139;565,54;2022-03-10
ID00186;ORIG094;DEST046;437,40;2020-02-12
ID00187;ORIG009;DEST146;645,05;2022-12-06
ID00188;ORIG020;DEST810;874,19;2022-11-18
ID00189;ORIG008;DEST779;282,70;2020-01-28
ID00190;ORIG011;DEST481;181,49;2023-02-07
ID00191;ORIG007;DEST456;22,83;2021-08-15
ID00192;ORIG013;DEST340;875,15;2021-02-03
ID00193;ORIG008;DEST072;585,85;2023-12-22
ID00194;ORIG008;DEST014;695,70;2020-08-09
ID00195;ORIG002;DEST829;306,54;2021-11-22
ID00196;ORIG007;DEST991;929,70;2024-10-16
ID00197;ORIG013;DEST138;318,67;2020-10-15
ID00198;ORIG013;DEST926;19,61;2022-09-02
ID00199;ORIG008;DEST763;825,99;2021-10-04
ID00200;ORIG005;DEST914;536,36;2020-07-01
ID00201;ORIG008;DEST955;929,38;2023-10-16
ID00202;ORIG004;DEST310;985,14;2023-08-28
ID00203;ORIG041;DEST833;392,52;2020-09-16
ID00204;ORIG001;DEST591;569,20;2020-12-25
ID00205;ORIG006;DEST554;770,93;2021-05-12
ID00206;ORIG076;DEST606;708,27;2024-07-25
ID00207;ORIG000;DEST175;879,02;2024-07-19
ID00208;ORIG034;DEST378;71,03;2021-01-28
ID00014;ORIG014;DEST459;144,38;2023-04-02
ID00210;ORIG019;DEST035;663,14;2022-04-11
ID00211;ORIG012;DEST129;835,56;2024-05-12
ID00212;ORIG066;DEST266;428,58;2024-05-09
ID00213;ORIG002;DEST825;728,81;2022-12-02
ID00214;ORIG003;DEST908;980,26;2022-01-05
ID00215;ORIG000;DEST231;819,34;2022-05-13
ID00216;ORIG011;DEST696;806,40;2022-12-18
ID00217;ORIG014;DEST107;428,44;2023-08-01
ID00218;ORIG011;DEST633;266,77;2023-04-02
ID00219;ORIG015;DEST739;332,06;2024-09-26
ID00220;ORIG003;DEST100;720,25;2023-12-06
ID00221;ORIG008;DEST679;620,16;2022-05-23
ID00222;ORIG049;DEST097;947,87;2021-04-25
ID00223;ORIG013;DEST494;974,88;2021-02-13
ID00224;ORIG017;DEST283;739,49;2024-11-22
ID00225;ORIG000;DEST154;113,84;2020-12-17
ID00226;ORIG000;DEST865;260,93;2020-02-26
ID00227;ORIG065;DEST916;337,08;2023-06-26
ID00228;ORIG002;DEST940;512,09;2022-06-03
ID00229;ORIG011;DEST890;433,51;2023-09-07
ID00230;ORIG045;DEST890;739,01;2021-09-01
ID00231;ORIG065;DEST330;270,00;2023-07-24
ID00232;ORIG017;DEST390;241,84;2021-02-03
ID00233;ORIG013;DEST037;575,78;2022-06-05
ID00234;ORIG082;DEST447;58,61;2020-02-14
ID00235;ORIG003;DEST102;399,00;2022-01-03
ID00236;ORIG005;DEST494;609,91;2024-09-28
ID00237;ORIG018;DEST721;612,86;2020-07-14
ID00238;ORIG015;DEST813;598,77;2022-01-13
ID00239;ORIG005;DEST530;154,34;2023-05-28
ID00240;ORIG012;DEST676;323,80;2023-09-09
ID00241;ORIG016;DEST062;422,90;2020-03-13
ID00242;ORIG011;DEST631;762,60;2023-02-10
ID00243;ORIG015;DEST561;832,55;2023-09-01
ID00244;ORIG006;DEST609;802,69;2020-05-10
ID00245;ORIG003;DEST574;373,15;2020-12-05
ID00246;ORIG017;DEST830;656,70;2024-11-23
ID00247;ORIG000;DEST691;405,52;2020-12-07
ID00248;ORIG082;DEST727;964,59;2021-06-13
ID00249;ORIG077;DEST532;761,29;2021-08-16
ID00090;ORIG007;DEST310;40,79;2022-12-15
ID00251;ORIG011;DEST510;248,62;2021-07-17
ID00252;ORIG071;DEST114;109,16;2022-11-18
ID00253;ORIG001;DEST503;572,73;2021-04-03
ID00254;ORIG019;DEST384;181,80;2022-08-25
ID00255;ORIG007;DEST554;783,67;2022-07-04
ID00256;ORIG006;DEST812;912,96;2023-04-09
ID00169;ORIG013;DEST120;16,28;2021-09-07
ID00258;ORIG043;DEST832;195,95;2021-06-07
ID00259;ORIG051;DEST710;964,76;2024-11-13
ID00260;ORIG002;DEST020;708,31;2023-11-12
ID00261;ORIG047;DEST177;985,13;2022-07-15
ID00262;ORIG012;DEST412;253,41;2022-04-08
ID00263;ORIG049;DEST661;492,48;2022-07-14
ID00264;ORIG019;DEST295;170,29;2021-04-18
ID00265;ORIG014;DEST546;294,35;2024-12-11
ID00266;ORIG063;DEST483;385,76;2024-05-02
ID00178;ORIG014;DEST553;203,83;2023-10-17
ID00268;ORIG014;DEST251;495,58;2022-07-10
ID00269;ORIG004;DEST166;886,32;2022-01-23
ID00270;ORIG004;DEST324;945,43;2023-11-11
ID00271;ORIG005;DEST810;420,86;2022-12-06
ID00272;ORIG007;DEST136;81,16;2023-06-17
ID00273;ORIG019;DEST797;625,44;2023-04-03
ID00274;ORIG013;DEST874;810,13;2023-12-13
ID00275;ORIG052;DEST065;441,26;2024-08-27
ID00194;ORIG007;DEST099;819,25;2023-04-22
ID00277;ORIG049;DEST651;841,65;2021-08-06
ID00278;ORIG014;DEST445;749,20;2024-10-07
ID00092;ORIG001;DEST131;558,51;2020-01-23
ID00280;ORIG007;DEST297;329,22;2020-09-09
ID00281;ORIG086;DEST192;190,77;2020-11-16
ID00282;ORIG032;DEST371;862,73;2020-10-02
ID00283;ORIG017;DEST866;228,44;2021-09-23
ID00284;ORIG002;DEST784;116,12;2022-08-26
ID00285;ORIG094;DEST439;723,62;2024-03-14
ID00286;ORIG013;DEST876;255,46;2020-09-05
ID00287;ORIG011;DEST292;215,52;2022-06-20
ID00288;ORIG018;DEST900;139,72;2021-10-18
ID00289;ORIG071;DEST176;785,93;2022-05-21
ID00290;ORIG019;DEST841;180,29;2023-07-04
ID00291;ORIG015;DEST420;887,22;2024-01-15
ID00292;ORIG016;DEST691;458,39;2022-10-01
ID00293;ORIG018;DEST291;89,82;2021-04-04
ID00294;ORIG003;DEST169;446,18;2021-12-17
ID00295;ORIG072;DEST664;199,54;2021-11-13
ID00296;ORIG007;DEST943;376,30;2020-08-21
ID00297;ORIG011;DEST280;699,97;2024-05-08
ID00298;ORIG076;DEST793;931,45;2023-02-25
ID00299;ORIG006;DEST378;92,15;2024-07-22
ID00300;ORIG004;DEST817;800,29;2020-10-28
ID00301;ORIG008;DEST006;402,11;2023-09-13
ID00302;ORIG010;DEST965;588,84;2024-08-25
ID00303;ORIG003;DEST147;649,04;2024-08-20
ID00304;ORIG011;DEST460;417,94;2020-10-07
ID00305;ORIG011;DEST398;821,12;2023-12-27
ID00306;ORIG007;DEST231;887,77;2021-05-03
ID00307;ORIG013;DEST621;231,69;2023-04-04
ID00308;ORIG013;DEST091;808,50;2024-02-15
ID00309;ORIG000;DEST443;335,24;2021-12-01
ID00310;ORIG017;DEST111;535,89;2022-07-13
ID00311;ORIG007;DEST780;77,61;2022-07-25
ID00312;ORIG002;DEST118;539,36;2021-05-14
ID00313;ORIG001;DEST592;203,47;2020-06-23
ID00314;ORIG051;DEST984;431,09;2021-01-03
ID00315;ORIG001;DEST320;52,84;2020-12-13
ID00316;ORIG004;DEST926;139,87;2020-04-18
ID00317;ORIG014;DEST102;359,54;2024-04-08
ID00000;ORIG000;DEST044;225,32;2020-06-24
ID00236;ORIG009;DEST279;865,11;2023-04-28
ID00320;ORIG012;DEST505;140,99;2020-06-20
ID00321;ORIG003;DEST663;66,92;2020-08-26
ID00322;ORIG005;DEST830;960,36;2023-10-01
ID00323;ORIG091;DEST632;193,61;2021-03-12
ID00324;ORIG012;DEST233;671,24;2023-05-21
ID00325;ORIG019;DEST302;799,60;2021-12-12
ID00326;ORIG047;DEST589;996,86;2022-05-16
ID00327;ORIG000;DEST581;419,45;2022-03-15
ID00239;ORIG000;DEST653;631,96;2024-11-15
ID00329;ORIG009;DEST775;415,59;2020-05-02
ID00330;ORIG080;DEST254;303,32;2023-01-23
ID00331;ORIG013;DEST081;61,36;2021-11-22
ID00332;ORIG019;DEST036;52,80;2021-09-01
ID00333;ORIG006;DEST900;124,97;2024-04-28
ID00334;ORIG000;DEST780;173,11;2023-09-05
ID00335;ORIG019;DEST202;624,60;2023-06-07
ID00300;ORIG012;DEST392;141,45;2020-08-03
ID00337;ORIG015;DEST082;347,10;2020-05-23
ID00338;ORIG018;DEST961;408,43;2022-07-02
ID00339;ORIG003;DEST652;118,36;2022-03-05
ID00211;ORIG018;DEST466;478,62;2020-08-20
ID00341;ORIG009;DEST322;50,56;2022-12-05
ID00342;ORIG006;DEST771;663,71;2024-08-17
ID00343;ORIG019;DEST484;142,82;2020-07-06
ID00344;ORIG086;DEST671;83,18;2022-07-08
ID00345;ORIG015;DEST258;727,20;2024-12-25
ID00346;ORIG007;DEST496;175,85;2021-09-08
ID00347;ORIG080;DEST028;864,97;2022-10-27
ID00348;ORIG014;DEST978;936,23;2020-07-26
ID00349;ORIG008;DEST621;281,45;2020-05-03
ID00350;ORIG017;DEST093;453,25;2024-02-06
ID00351;ORIG007;DEST085;465,63;2020-03-19
ID00177;ORIG010;DEST569;792,26;2021-07-11
ID00353;ORIG004;DEST986;837,55;2023-01-23
ID00354;ORIG084;DEST585;601,40;2020-05-22
ID00355;ORIG012;DEST888;487,82;2020-11-19
ID00356;ORIG014;DEST786;142,55;2024-11-21
ID00357;ORIG019;DEST494;61,48;2024-08-28
ID00358;ORIG010;DEST975;345,95;2020-09-13
ID00359;ORIG011;DEST838;725,67;2020-05-27
ID00271;ORIG002;DEST426;67,56;2023-08-07
ID00243;ORIG000;DEST709;344,89;2020-06-19
ID00362;ORIG003;DEST270;585,49;2023-09-26
ID00363;ORIG006;DEST724;275,67;2023-11-28
ID00364;ORIG008;DEST416;381,02;2020-05-14
ID00365;ORIG008;DEST658;960,09;2022-07-20
ID00366;ORIG015;DEST370;374,31;2020-10-05
ID00367;ORIG008;DEST634;96,95;2024-12-08
ID00368;ORIG000;DEST648;219,92;2023-07-27
ID00369;ORIG017;DEST297;790,63;2021-02-09
ID00370;ORIG006;DEST240;908,94;2020-04-19
ID00266;ORIG075;DEST704;562,63;2022-06-04
ID00372;ORIG011;DEST226;525,66;2023-11-12
ID00373;ORIG010;DEST864;981,63;2024-07-25
ID00374;ORIG018;DEST913;695,20;2024-10-02
ID00375;ORIG000;DEST813;812,23;2020-12-02
ID00376;ORIG014;DEST656;899,40;2024-07-18
ID00377;ORIG004;DEST355;195,26;2022-10-08
ID00378;ORIG019;DEST037;929,95;2020-11-08
ID00379;ORIG011;DEST771;794,71;2020-04-12
ID00380;ORIG009;DEST010;406,12;2023-06-24
ID00381;ORIG002;DEST887;867,63;2020-01-22
ID00382;ORIG011;DEST828;713,52;2021-01-12
ID00383;ORIG012;DEST524;310,61;2020-10-14
ID00284;ORIG010;DEST190;390,46;2020-05-03
ID00385;ORIG000;DEST048;917,91;2021-12-07
ID00386;ORIG089;DEST390;629,10;2020-12-04
ID00387;ORIG007;DEST129;145,66;2024-03-09
ID00388;ORIG004;DEST669;161,49;2023-01-16
ID00244;ORIG018;DEST873;219,48;2021-03-15
ID00390;ORIG016;DEST550;720,83;2024-03-22
ID00391;ORIG055;DEST927;397,94;2021-09-27
ID00392;ORIG048;DEST396;347,13;2020-09-17
ID00333;ORIG009;DEST743;444,57;2024-05-16
ID00040;ORIG003;DEST769;632,12;2021-12-07
ID00395;ORIG051;DEST529;367,47;2022-08-19
ID00396;ORIG005;DEST282;884,27;2023-09-08
ID00397;ORIG016;DEST334;312,75;2022-08-03
ID00398;ORIG010;DEST052;536,70;2021-11-08
ID00399;ORIG007;DEST683;15,07;2023-11-25
ID00320;ORIG015;DEST202;258,28;2022-03-20
ID00401;ORIG069;DEST239;556,93;2022-01-26
ID00402;ORIG006;DEST397;887,32;2021-11-02
ID00403;ORIG004;DEST188;762,94;2020-06-16
ID00404;ORIG007;DEST781;639,39;2021-10-10
ID00405;ORIG010;DEST476;556,15;2021-09-08
ID00406;ORIG053;DEST439;733,41;2024-01-09
ID00308;ORIG000;DEST457;703,41;2022-08-17
ID00408;ORIG006;DEST756;147,08;2024-07-15
ID00409;ORIG015;DEST576;457,05;2020-08-03
ID00410;ORIG066;DEST159;790,24;2023-04-14
ID00411;ORIG010;DEST000;795,28;2023-05-02
ID00412;ORIG007;DEST547;45,67;2021-06-04
ID00413;ORIG000;DEST303;257,12;2024-07-14
ID00414;ORIG006;DEST363;920,25;2024-05-26
ID00415;ORIG010;DEST875;701,20;2023-03-03
ID00416;ORIG001;DEST195;750,38;2021-05-25
ID00417;ORIG017;DEST230;622,03;2024-12-13
ID00418;ORIG016;DEST964;97,33;2024-06-26
ID00419;ORIG001;DEST311;184,29;2023-03-28
ID00420;ORIG045;DEST565;751,27;2023-06-17
ID00421;ORIG015;DEST827;947,24;2022-02-14
ID00422;ORIG061;DEST609;387,67;2024-05-22
ID00423;ORIG015;DEST668;211,31;2021-09-07
ID00170;ORIG044;DEST795;346,37;2021-11-26
ID00425;ORIG089;DEST099;773,12;2024-04-12
ID00426;ORIG007;DEST069;742,64;2020-10-22
ID00427;ORIG004;DEST473;591,63;2021-09-06
ID00428;ORIG013;DEST955;265,45;2024-12-03
ID00429;ORIG006;DEST926;799,75;2021-11-03
ID00300;ORIG010;DEST168;213,03;2024-11-11
ID00431;ORIG041;DEST167;58,41;2023-02-06
ID00432;ORIG005;DEST670;51,04;2023-04-22
ID00433;ORIG006;DEST301;890,45;2022-02-15
ID00342;ORIG087;DEST514;719,89;2022-06-06
ID00435;ORIG027;DEST067;552,27;2020-11-28
ID00436;ORIG084;DEST850;224,34;2020-09-23
ID00437;ORIG000;DEST402;921,22;2024-12-02
ID00316;ORIG007;DEST389;653,32;2022-06-10
ID00439;ORIG010;DEST138;682,03;2022-08-17
ID00440;ORIG003;DEST354;546,12;2022-05-13
ID00441;ORIG089;DEST323;511,94;2020-02-09
ID00442;ORIG013;DEST573;333,86;2021-12-11
ID00443;ORIG062;DEST879;512,39;2021-11-07
ID00444;ORIG052;DEST090;711,93;2024-03-15
ID00322;ORIG019;DEST945;93,66;2024-06-11
ID00446;ORIG019;DEST902;873,30;2021-05-20
ID00447;ORIG007;DEST655;344,01;2021-09-15
ID00448;ORIG002;DEST914;981,74;2021-06-21
ID00449;ORIG013;DEST819;988,84;2024-12-25
ID00450;ORIG010;DEST493;826,76;2021-11-20
ID00451;ORIG009;DEST810;449,26;2022-03-10
ID00452;ORIG008;DEST593;427,35;2023-06-03
ID00453;ORIG019;DEST275;927,02;2020-02-12
ID00454;ORIG016;DEST438;506,37;2024-06-28
ID00455;ORIG001;DEST001;804,64;2020-03-27
ID00456;ORIG021;DEST667;628,70;2023-03-25
ID00125;ORIG005;DEST837;975,39;2022-01-25
ID00458;ORIG018;DEST917;729,45;2022-11-13
ID00459;ORIG018;DEST878;309,08;2022-09-09
ID00460;ORIG088;DEST290;246,24;2024-02-03
ID00461;ORIG018;DEST889;764,76;2022-05-15
ID00462;ORIG003;DEST919;634,48;2021-02-16
ID00026;ORIG008;DEST654;869,78;2021-06-05
ID00464;ORIG031;DEST047;482,38;2021-04-15
ID00465;ORIG019;DEST902;734,29;2021-03-19
ID00466;ORIG040;DEST595;917,42;2023-07-22
ID00467;ORIG015;DEST164;258,28;2022-02-19
ID00468;ORIG017;DEST387;983,23;2024-10-24
ID00469;ORIG031;DEST334;533,90;2021-09-03
ID00286;ORIG008;DEST889;567,66;2023-11-05
ID00471;ORIG019;DEST847;213,06;2021-11-08
ID00472;ORIG011;DEST274;618,11;2022-04-07
ID00473;ORIG007;DEST000;541,23;2022-03-20
ID00474;ORIG017;DEST224;931,24;2021-01-06
ID00475;ORIG018;DEST998;866,63;2021-04-08
ID00476;ORIG019;DEST711;573,38;2020-04-27
ID00477;ORIG018;DEST872;232,40;2022-08-07
ID00478;ORIG008;DEST549;468,85;2024-12-10
ID00479;ORIG013;DEST107;592,43;2023-11-20
ID00480;ORIG002;DEST433;142,34;2022-02-15
ID00481;ORIG015;DEST836;99,04;2020-03-24
ID00482;ORIG019;DEST133;581,14;2021-06-03
ID00483;ORIG017;DEST642;900,06;2021-07-06
ID00429;ORIG081;DEST678;837,18;2023-05-22
ID00485;ORIG041;DEST856;113,53;2024-04-23
ID00486;ORIG000;DEST046;731,58;2024-08-14
ID00487;ORIG014;DEST641;234,17;2020-08-28
ID00295;ORIG046;DEST713;158,83;2023-07-06
ID00489;ORIG005;DEST408;354,27;2024-10-03
ID00490;ORIG001;DEST480;795,88;2023-03-09
ID00491;ORIG000;DEST153;430,86;2021-06-04
ID00492;ORIG010;DEST923;624,85;2023-01-15
ID00364;ORIG010;DEST814;614,67;2020-10-12
ID00494;ORIG006;DEST047;537,77;2023-10-04
ID00495;ORIG002;DEST026;316,62;2021-07-27
ID00496;ORIG018;DEST925;412,34;2024-09-18
ID00497;ORIG019;DEST576;839,51;2021-04-08
ID00236;ORIG010;DEST812;872,40;2022-04-05
ID00499;ORIG008;DEST563;596,82;2020-01-27
ID00500;ORIG003;DEST613;997,59;2021-05-04
ID00501;ORIG056;DEST265;625,15;2021-02-08
ID00502;ORIG088;DEST960;64,21;2022-06-09
ID00503;ORIG008;DEST946;209,04;2024-06-04
ID00504;ORIG012;DEST871;606,95;2023-12-23
ID00505;ORIG019;DEST597;439,89;2024-03-01
ID00506;ORIG006;DEST273;179,90;2022-08-16
ID00507;ORIG094;DEST726;11,11;2023-07-04
ID00508;ORIG017;DEST292;578,03;2023-12-24
ID00509;ORIG012;DEST938;335,55;2020-07-28
ID00510;ORIG016;DEST807;276,47;2021-04-14
ID00511;ORIG007;DEST597;496,85;2020-11-22
ID00312;ORIG019;DEST960;568,30;2020-02-10
ID00513;ORIG013;DEST846;298,46;2022-10-17
ID00288;ORIG015;DEST861;467,80;2022-10-11
ID00515;ORIG006;DEST620;262,71;2022-05-11
ID00516;ORIG014;DEST837;258,30;2022-07-02
